category,title,summary,contents
문헌,부재일기,조선후기 문신 엄경수가 일상생활과 견문한 내용을 중심으로 작성한 일기.,"8책. 필사본. 저자인 엄경수의 본관은 영월, 자는 성중이며, 부재가 호이다. 아버지는 개성 유수와 도승지를 지낸 엄즙이다. 1705년(숙종 31) 증광 문과( 증광시)에 급제, 이듬해 승문원에 들어갔으며, 1716년 도당록에 들어 수찬이 되었다. 이 해 윤선거와 윤증의 문집의 내용을 둘러싸고 노론과 소론 사이에 분란이 일어났다. 이 때 저자는 윤선거를 공격하는 신구를 처벌할 것을 요구하는 상소를 올렸다가 소론을 견제하고자 하는 숙종에 의해 삭탈관작당하였다. 이후 다시 관직에 나아가지 못하고 죽었다. 이 책은 1706년 2월부터 1718년 5월까지의 내용으로 이루어져 있는데 부분적으로 기록이 없는 시기도 있다. 지금 전하는 책은 후대에 필사한 것으로 보인다. 첫머리에, 남에게 웃음거리가 되지 않는 경우가 드문 시대에 뒷날 참고로 하여 잊지 않도록 하려는 것이라고 기록의 동기를 밝힌 짤막한 서문이 실려 있다. 제1책에는 1706년에서 1709년 전반까지, 제2책에는 1709년 후반에서 1711년 상반까지, 제3책에는 1711년 후반에서 1713년 상반까지, 제4책에는 1713년 후반에서 1715년까지를 기록하였다. 이어 제5책에는 1716년의 상반기, 제6책에는 1716년 후반에서 1717년 상반까지의 사정을 기록했고, 제7책에는 1717년 후반에서 1718년 상반까지의 기록과 함께 「유문습록 」 · 「부록제공시 」가 실려 있으며, 제8책에는 여러 사람들이 저자에게 올린 만장과 제문 등을 모아 놓았다. 일기의 중간 중간에는 시 · 부 · 서 · 애사 등을 간단한 제목 등을 덧붙여 수록해 놓은 것이 많은 분량을 차지한다. 개인의 일기이므로 일상 생활에 대한 것은 물론 당시 인물들과의 교유 관계 등 저자의 동정과 견문한 내용이 중심을 이루고 있다. 이 중에는 전해들은 이야기 중에서 신기한 것들이나, 의정부에서 관인을 선발해 맞아들이는 사정이나 어장에서 고기잡는 일과 같은 조정과 민간의 풍습에 대해서도 많은 기록을 남기고 있다. 조정의 여러 일들은 개인적으로 관계가 없는 사실들도 다양하게 수록하였다. 특히 당시 정치적 상황에 대해서는 공식적으로 드러나지 않는 이면의 사정을 상세하게 서술한 부분도 많다. 수록된 정치적 사건의 주요 내용은 다음과 같다. 제1책에는 1706년 김춘택이 동궁을 모해했다는 죄를 받아 임부 · 강이상 등과 함께 국문을 받고 이이명이 축출된 사실을 기록하였다. 제2책에는 최석정이 기록한 을 소각한 사실과 애초에 최석정이 윤증을 변호하고 김수항을 배척한 전말 및 그가 내의원 도제조로 있다가 삭직된 일 등, 제3책에는 1713년 서원의 첩설을 금한 내용 등을 수록하였다. 제5책에는 1716년 윤선거의 문집을 훼판하고 그에 대한 선정의 칭호를 금한 것과 윤증에게도 같은 처분을 내린 것, 제6·7책에는 윤선거 부자의 관작이 추탈된 전말 등이 실려 있다. 시의 내용은 자연을 읊은 것이 가장 큰 비중을 차지하며 일상 생활을 노래한 것, 여행의 내용을 읊은 것, 다른 사람들과의 교유 관계를 읊은 것 등이 있다. 「유문습록」은 주로 논으로 「석작론」 · 「제갈량불간벌오론」 · 「한고조위유운몽론」 · 「제갈량불립사관론」 등을 포함하였다. 「제공시」에는 신정하 · 윤광의 등이 보낸 시 및 편지 등을 수록하였다. 제8책의 제문과 만장 부분에는 심준, 가형 엄경우 등이 지은 백여편이 실려 있다. 개인의 일기이지만 상황을 이해하기 쉽도록 인물간의 관계, 기술되는 인물의 관직 상황, 지역명 등에 대해 보충 설명을 붙여 놓았기 때문에 자료로 이용하기에 편리하다. 정치적으로 저자가 소론이기에 그 입장에 치우친 서술을 하고 있다. 그런 한계에도 불구하고 숙종 연간 노론과 소론의 다툼에서 소론이 다소 득세했다가 실각하는 과정을 이해하는데 필요하다. 그 밖에도 조선 후기 사대부의 일상 생활은 물론 당시의 사회적 사정을 연구하는 데에도 많은 도움을 줄 수 있는 책이다. 규장각도서로 전하며, 1987년 여강출판사에서 의 15책에 포함시켜 영인, 출판하였다."
제도,부전수,조선시대 내수사의 종6품 관직.,정원은 1인이다. 내수사는 왕실 직영의 토지·노비 기타 재산을 관리하던 관서로서 정직으로는 정5품인 전수와 부전수밖에 없었다. 그러나 무록관인 별좌·별제와 서로 바꾸어 가며 임명되었다. 1466년(세조 12) 관제경정 때 종전의 내수소를 내수사로 개편하면서 전수·부전수 등의 관제가 정비되었다. 부전수는 내수사 부책임자로서 막대한 왕실재산을 관리하였기 때문에 품계에 비하여 비중있는 자리였다.
제도,부정,"조선시대, 중앙관서에 설치한 종3품의 관직.","1466년(세조 12)에 관직을 일원적으로 통일하는 과정에서 종3품의 품계로 규정한 여러 관직 가운데 하나이다. 종3품에 해당하는 관직은 문관직을 제외하고 대부분 부정 혹은 제거가 존재하였다. 부정은 주로 실무 관서의 장관인 정을 보좌하는 차관의 역할을 맡기기 위하여 설치하였다. 을 기준으로 돈녕부, 봉상시, 사복시, 군기시, 내자시, 내섬시, 사도시, 예빈시, 사섬시, 군자감, 제용감, 선공감, 사재감, 관상감, 전의감, 사역원, 훈련원 등 정3품 아문의 위상을 지닌 17개 관서에 설치되었다. 부정은 중앙의 주요 실무 관서에서 장관인 정을 보좌하는 차관격의 관리자로서 업무를 수행하였다. 다만 돈녕부 부정과 종친부 부정은 왕실을 예우하는 관직이었기에 별도의 담당 업무가 없었다. 종친부 부정의 경우 대군의 중증손, 왕자군주1의 중손주2에게 처음 내리는 관직이었다. 한편, 관상감, 전의감, 사역원 부정은 잡과 중인이 제수되는 관직이었기 때문에 다른 부정에 비해서는 위상이 낮았다. 조선 건국 이후, 각 관서의 관직은 다양한 형태로 되어 있었다. 예컨대, 봉상시, 사복시, 내자시, 내섬시, 예빈시, 사섬시 등의 부정은 본래 윤이었던 것을 1466년(세조 12), 관제 개편으로 변경된 것이고, 군자감, 제용감, 선공감, 사재감, 전의감 등의 부정은 1414년(태종 14) 감에서 정으로 변경되었던 것이 1466년에 정을 부정으로 확정한 것이다. 돈녕부 부정은 1470년(성종 1)에, 사도시 부정은 1483년(성종 14)에 각각 변경 설치되었다. 이처럼 각 관서의 부정은 각자 몇 차례의 변화를 거쳐 최종적으로 1466년(세조 12)에 종3품의 위상을 갖춘 관직으로 정립되었다. 조선 후기에는 을 기준으로 종친부, 사섬시, 선공감, 훈련원을 제외한 관서의 부정이 모두 혁파되었다. 1894년(고종 31), 갑오개혁 당시 근대 관제로의 개혁으로 혁파되었다. 다만 종친부 부정은 개편된 종정원 부정으로 편입되었다."
제도,부정자,조선시대 승문원 · 교서관의 종9품 관직.,"정원은 각각 2인이다. 승문원의 부정자는 1411년(태종 11) 종래의 문서응봉사를 승문원으로 개편하면서 처음 1인을 두었다가, 1466년(세조 12) 관제경정 때 2인으로 증치하여 에 그대로 직제화되었다. 종9품 정자와 함께 외교문서의 검토·교정을 담당하였다. 교서관의 부정자는 1466년 관제경정 때 전교서로 개칭하면서 종전의 교감을 정자로, 정자는 부정자로 개편하였다. 교서관의 부정자는 정자와 함께 국가에서 간행하는 서적 교정과 각종 제향의 축문을 필사·검토하는 일을 담당하였다. 특히 후자의 업무를 위해 대궐의 정전에 인접한 향실에서 다른 참하관들과 윤번으로 입직하며 근무하였다. 교서관은 1782년(정조 6) 규장각 외각으로 통합되었다가 1895년(고종 32) 분리되어 교서사로 개칭되었는데, 이때 정자·부정자 등의 관직도 주사로 개편되었다."
제도,부제조,"조선시대, 당상관 실직이 설치되지 않은 관서의 업무를 감독하기 위하여 다른 관서의 관원이 겸하던 정3품 당상관 겸임 관직.","관서의 실직 관직자 가운데 당상관이 없는 관서를 효율적으로 운영하기 위하여 관서를 총괄하여 다스리고 낭리를 출척주9하는 책임자로 제조 직제가 설치되었다. 제조 직제는 중국 송 · 원나라 때 등장한 것으로, 우리나라에는 고려 말 원간섭기에 도입되었는데, 고려 말기와 조선 초기를 거치면서 관직자의 품계에 따라 도제조 · 제조 · 부제조 등으로 분화되었다. 의 규정에 의하면, 제조 직제는 정1품은 도제조, 2품 이상은 제조, 통정대부는 부제조라고 일컬었다. 제조 직제의 도제조 · 제조 · 부제조는 품계에 따른 구분일 뿐, 임무와 직능상의 구별 없이 담당하고 있는 해당 관서의 업무를 총괄하여 다스리고 낭리를 출척하는 역할을 하였다. 따라서 부제조는 도제조나 제조가 설치되어 있는 관서에서는 상위 제조를 보좌하면서 업무를 수행하였고, 부제조만 설치되어 있는 관서에서는 총괄적인 책임까지 맡았다. 조선 초기의 실록 기사에서는 별와요 사역원 등에 부제조가 설치되어 운영된 것을 확인할 수 있다. 그리고 1423년(세종 5) 3월에는 각사의 실안제조주8와 제조를 정하면서, 인수부, 인순부, 승문원, 훈련관주1, 내자시, 내섬시, 예빈시, 사선서, 경복궁주2, 동서활인원, 관습도감, 상림원주3, 도화원, 복흥고 등에 실안부제조 등에 각 1명씩을 부제조를 두었다. 이를 대언사의 관원(후대의 승정원 승지)들이 각각 나누어 맡았으며, 소격전주4의 실안부제조는 2명으로, 이조참의와 대언사의 지신사가 맡았고, 그 외에 사련소, 다방좌번, 다방우번 등에도 부제조를 1명씩 설치하였다. 이후에도 소격전 부제조를 1명으로 줄이고, 악학과 관습도감을 하나로 합하여 악학도감이라 칭하면서 도승지로 부제조를 삼고, 와서의 부제조를 폐지하는 등 여러 차례의 변천을 거치면서 부제조의 설치에 변동이 있음을 확인할 수 있다. 의 규정에서는 승문원(정원 없음), 사옹원(5명, 1명은 승지), 내의원(1명, 승지), 상의원(1명, 승지), 전옥서(1명, 승지) 등에 부제조가 설치되었다. 조선시대 제조 직제는 실직이 아닌 겸직주5이고, 도제조 · 제조 · 부제조가 품계에 따른 구분이었으므로 법전의 규정을 지키면서도 시대 상황에 따라 많은 변동이 있었다. 특히 임시관청인 도감이나 흠경각, 교정청, 산실청 등이 설치되는 경우에는 종종 품계에 따른 부제조의 설치가 이루어졌다. 1592년(선조 25)에는 처음으로 비변사에 부제조를 두고 병무주6에 익숙한 자를 뽑았으며, 정조 대에는 교서관이었던 규장각 외각주7에 부제조 2명을 두고, 1명은 규장각 직제학이 겸임하도록 하였다."
제도,부제학,조선시대 홍문관과 그 전신이었던 집현전의 정3품 당상관직.,"정원은 집현전에 2인, 홍문관에 1인이었다. 1420년(세종 2) 집현전을 설치할 때, 처음 2인을 두었다가 1456년(세조 2) 사육신사건으로 집현전과 함께 혁파되었다. 1470년(성종 1) 두었는데, 1478년 예문관에서 홍문관이 분리 독립할 때 그대로 직제화되었다. 홍문관은 집현전을 계승한 조선시대 최고의 학문 · 문필기관이었다. 관원들은 영예로운 청요직으로 간주되었으며 그 중에서도 부제학은 가장 핵심적인 자리였다. 홍문관에는 정1품인 영사, 정2품인 대제학, 종2품인 제학 등의 고위직이 있었다. 그러나 모두 다른 관원들이 겸하는 명예직이었고 실제 책임자는 부제학이었다. 따라서 보통 부제학을 홍문관의 장관으로 불렀다. 부제학은 홍문관의 업무를 총괄하는 외에도 경연참찬관 · 춘추관수찬관 · 지제교를 당연직으로 겸해 국왕의 학문연찬과 역사편찬, 교서제찬에 참여하였다. 또 삼사 장관의 일원으로서 언론 활동에도 중요한 역할을 담당하였다. 조선 후기에는 부제학과 전한도 타관직에서 겸직할 수 있도록 했는데, 이는 실상 부제학의 겸직영역을 확대한 조처였다. 홍문관 부제학은 조선 문치주의 양반 관료 체제에서 핵심적인 관직의 하나로 당대의 가장 명망있는 문신학자들이 임명되었고, 유신으로 호칭되는 등 특별한 존중을 받았다. 이 자리는 또한 의정 · 판서로 승진하는 첩경이 되었으므로 조선시대의 저명한 고관 문신들이 대부분 부제학을 역임하였다. 즉, 조광조 · 이황 · 이이 · 정경세 · 이경석 · 김수항 · 조상치 등이 모두 부제학 출신이었다. 1894년(고종 31) 갑오개혁 때 부학사로, 다음해 다시 부시강으로 바뀌었다가, 1897년 대한제국의 성립과 함께 부학사로 이름이 바뀌었다."
제도,부직장,고려 후기부터 조선 후기까지 중앙관청의 행정실무를 담당하던 정8품의 참하 관직.,"하급 중앙관청에 배속되었던 정8품의 참하 관직이다. 관청의 원활한 운영에 필요한 문서의 수발주3과 정리, 이예의 지휘와 관리, 청사 유지 등의 행정실무를 담당하였다. 1308년(충선왕 즉위년) 사온서, 사선서, 사설서 등에 설치하였으며 품계는 정8품이었다. 이후 전악서에도 설치하였으며, 품계는 종9품이었다. 1392년(태조 1) 7월의 문무관제에서는 사온서에만 정8품의 부직장 두 자리를 배정하였다. 1414년(태종 14) 1월의 관제개혁 때 의영고, 장흥고, 사선서의 주부를 부직장으로 개칭하였다. 1466년(세조 12) 1월의 관제개혁 때 사역원과 사온서의 부직장을 봉사로 삼았는데 다른 관청의 부직장도 이와 같았다는 기록으로 볼 때, 조선 건국 이후 여러 관청에 배정되었던 부직장은 이때의 조치로 모두 종7품의 봉사로 승격된 것으로 추정된다. 그런데 이때 상서사를 상서원으로 개칭하고 녹사를 부직장으로 삼았기 때문에 상서원은 이후 유일하게 부직장이 있는 관청이 되었다. 에서는 상서원에 정8품의 부직장이 두 자리 있었는데, 에서 한 자리로 축소되었으며, 이것이 까지 이어졌다. 1506년(연산군 12) 1월 6일자 에서 사복시의 부직장 한 자리를 군직으로 겸하게 하라는 기사로 볼 때,  반포 이후 사복시에 부직장을 새로 배치한 것으로 보이지만 확실하지는 않다. 1466년(세조 12) 이후 유일하게 부직장이 배정되었던 상서원은 임금의 도장인 새보, 각종 증명에 필요한 부패주1, 통제사 같은 지방군 통솔자에게 내려주는 깃발과 의장용 도끼인 절월주2을 관장하는 관청이었다. 이처럼 상서원은 왕권을 상징하는 물건을 관장하였기 때문에 그 책임자인 정을 임금의 비서기관인 승정원의 도승지가 겸직하였다. 조선시대 중앙관청의 참하관직 운영 방식을 이해하는 데 참고가 된다."
제도,부총관,조선시대 오위도총부의 종2품 관직.,"1409년(태종 9) 최고 군령기관으로 3군진무소가 설치되고 1457년(세조 3)에 이것이 오위진무소로 개칭되었는데, 이의 책임자를 도진무라 하였다. 1466년(세조 12) 이 진무소가 오위도총부로 바뀌면서 도진무가 도총관·부총관으로 바뀌었다. 부총관의 수는 5인으로 문·음·무의 고급관리가 겸하였으니 대개 종실 등이 겸하는 경우가 많았다. 이들 부총관은 도총부 부책임자로서 오위의 입직·행순 등을 감독, 지휘하였으나 뒤에 오위제가 유명무실화하자 관명만 남게 되었고 임기는 1년이었다."
사건,부차전투,조선과 명나라 연합군이 만주 부차에서 후금군과 벌인 전투.,"후금의 태조 누루하치가 만주의 대부분을 통일하고 명나라에 대해 적대감정을 가지고 그 세력이 날로 팽창하자 명나라는 후금을 칠 계책을 세우고 조선에 원병을 청해 왔다. 조선 조정에서는 출병에 대해 찬반양론이 있었다. 그러나 명나라가 임진왜란 때 원병을 보내 왜병을 격퇴시키는데 협조했고, 임진왜란 때 참전했던 양호가 요동경략에 임명되었기에 명분상 거절할 수 없었다. 이에 광해군은 강홍립을 도원수, 평안병사 김응서를 부원수, 정호서 · 이민환 · 이정남 · 김응하 · 정응정 등을 문무종사관으로 임명하였다. 그리고 이들에게 포수 3,500명, 사수 6,500명, 도합 1만 명을 거느리고 평안도 경계상에서 대기하게 하였다. 명나라는 요동경략 양호의 총지휘 아래 총 병력 10만 명을 4대로 나누었다. 즉 좌익의 마림이 이끄는 군은 개원 방면에서, 중앙의 두송이 이끄는 군은 봉천 방면에서, 우익의 이여백이 이끄는 군은 청하 방면에서, 남부의 유정이 이끄는 군은 관전으로부터 조선의 강홍립군과 연합해 진출하게 하였다. 조선의 강홍립군은 1618년(광해군 10) 10월에 창성에 이르렀다. 이듬해 2월에는 압록강을 건너 유정의 군과 관전 방면에서 합류해 동가강을 따라 회인에서 노성으로 향하였다. 같은 해 3월 1일 남로군을 제외한 3군은 일제히 공격을 개시해 복배에서 후금군을 협격하였다. 그러나 작전에 차질이 생겨 두송의 군은 사르후에서 대패하고, 다음날 마림의 군도 급습을 당해 무너졌다. 이어 후금군은 북상하는 유정의 군을 노성 남쪽 부차에서 요격해 격파하였다. 이 때 참전했던 조선군에서도 선천군수 김응하, 운산군수 이계종 등이 전사하였다. 그리고 강홍립 · 김응서 등은 적진과 통해 출전이 본뜻이 아님을 알리고 투항해 부차정벌이 실패로 끝났다. 강홍립이 적에 투항한 것은 본인의 뜻이 아니었으며 광해군으로부터 “형세를 보아서 향배를 정하라.”고 한 밀지주1를 받았던 까닭이라 한다. 강홍립 등은 적중에 있으면서 그 내부 사정을 본국에 알리고 또 양국의 화의를 성립시키려고 정부에 알선한 일도 있으나 대부분의 투항한 장병들은 그 뒤 귀환하였다."
지명,북관개시,조선 후기 함경도 회령 · 경원에서 청나라와 공무역을 행하던 국제 무역 시장.,"조선 초기 1406년(태종 6)에 경성·경원에 무역소를 설치하고 여진인에게 무역을 허락하였다. 이 때 이들은 우마를 이끌고 두만강을 건너와 조선측으로부터 소금·철 등을 바꿔갔으며, 이는 한동안 계속되었다. 이것이 후일 북관개시의 전신이었다. 그 뒤 1627년(인조 5) 정묘호란 직후부터 청나라가 조선에 강요해 회령을 개시했지만 병자호란을 계기로 한 때 통상이 중단되었다. 그러나 병자호란 뒤 1638년(인조 16)영고탑의 사람들이 청나라 호부의 표문을 가지고 와서 농기구를 무역해 가면서 회령개시가 재개되었다. 회령개시에서는 매년 양국 관리의 감시 아래 일정한 수량에 한정해 교역을 허락하는 공무역을 하도록 되어 있었다. 그러나 부수적으로 사무역도 이루어졌으며 점차 번창하였다. 이에 따라 만주동북의 변민은 그들의 일상 생활용품을 이곳에서 조달하다시피 하였다. 여기에는 주로 영고탑·오라 지방의 상인이, 뒤에는 봉천·북경 등지의 상인들까지 모여들었다. 조선에서는 함경도 지방 상인을 중심으로 서울 등지에서도 모여들어 교역하였다. 개시의 시기는 봄·가을 또는 겨울에 열렸으나 효종 때부터 동지 이후로 결정되었다. 이 때 청나라에서는 통관을 파견하고 영고탑·오라의 관헌도 상인·축마를 이끌고 왔는데, 이들이 머무르는 동안 접대·사료 등 일체를 우리측에서 부담하였다. 그러자 교역하러 오는 인원은 해마다 늘어 관민 600여인, 소·말·낙타가 1,150여필에 달할 때도 있었고, 체류 기간도 80∼90일에 이르러 조선의 부담은 가중되었다. 한편 1645년(인조 23)부터 경원에서도 청나라와 무역이 시작되었다. 이 해 암구뢰달호호의 사람들이 경원에 와서 농기구를 무역해 간 것을 계기로 그 뒤 격년제로 무역이 실시되었다. 이 때 청나라 사람들은 소록피를 가지고 와서 소·보습·솥 등과 교환하였다. 그 교환 비율은 보습 1개에 소록피 2장, 솥 1개에 소록피 1장이었다. 이처럼 정해진 수량에 한정해 공무역을 허락하고 사무역은 일체 금하였다. 그러나 점차 민간 상인에 의한 밀무역이 성행하였다. 처음에는 매년 회령개시가 열렸으나 뒤에 격년제의 경원개시가 열리게 되었다. 회령에서 단독으로 열리는 것을 단개시, 두 곳에서 동시에 열리는 것을 쌍시라 하였다. 그리고 이를 총칭해 북관개시 또는 북도개시라 했으며, 이를 정6품의 무관인 북평사가 통할하였다. 북관개시에서 거래된 무역품은, 수출품으로 소·말·돼지·쌀·종이·연·농·주방구·호피·해삼·모발·재목 등과, 수입품으로 조화·피혁·담뱃대·녹각·구리·개·고양이 등이었다. 처음에 공무역장으로서의 북관개시가 점차 밀무역화하면서 이에 따른 각종 폐해가 발생, 양국간에 사소한 분쟁도 나타났다. 그리하여 때때로 이를 개혁해 오다가 개항 이후 1884년(고종 21) 양국간에 ‘길림여조선수시무역장정’을 체결해 종전의 개시를 폐지하고 회령은 새로이 자유 무역시장으로 변모하였다."
제도,부험,조선시대 성문의 개폐 · 보류에 사용하였던 부신.,"나무로 만들었는데 주로 성문의 개폐나 보류시에 사용하였다. 서울의 사대문에는 모두 경마다 사용하는 부험이 있었는데, 모양은 둥글고 한쪽에는 어느 경부험이라고 쓰고 한쪽은 어느 문이라고 썼으며, 반으로 나누어서 좌반부는 궁중에 간직하고 우반부는 각 문의 수직소에 분배해주었다. 성문의 개폐·보류와 당해 문에 사용하는 부험은 승정원에서 출납을 청하여 입직금군에 교부하였는데, 만일 초경에 해당할 때에는 다음 경의 부험까지 함께 가지고 갔다. 이것은 가지고 가는 중에 혹 경이 넘을지도 모르기 때문에 다음 경의 부험까지 가지고 갔던 것이다. 부험을 맞추어볼 때에는 당해 경의 부험만을 사용하여 자물쇠를 열고는 곧 반납하게 하였으며, 인정이 되기 전이나 파루를 친 뒤에는 부험이 없었다. 부험을 받은 호군이 숙직을 궐번했을 때는 금군 2인이 결석한 죄와 같았으며, 부험을 분실한 자는 곤장 90대와 도형 2년 반에 처하며, 30일 이내에 찾아낸 자는 죄를 면제한다는 법률이 있었다. →부신"
제도,부호군,조선시대 5위의 종4품의 관직.,"관계상으로는 정략장군·선략장군이라 별칭되었다. 태종 초에는 섭호군이라 하였다가 5위체제가 갖추어지면서 1467년(세조 13)의 관제개혁 때 종4품 부호군으로 개칭되어 법제화되었다.  당시에는 정원이 54인이었으나 후기에 5위의 기능이 유명무실화되면서 문·무관의 보직이 없는 자, 혹은 친공신·공신적장·군영장관, 여러 잡직 등이 부호군직을 띠게 되어 그 수가 69인으로 늘어났다. 에서 부호군으로 배정된 내용을 보면 다음과 같다. 친공신 5인, 승습군 1인, 공신적장 2인, 금군별장 6인, 호위별장 3인, 선전관 1인, 훈련도감장관 8인, 군병 2인, 금위영장관 6인, 어영청장관 7인, 총융청장관 3인, 내의원의원 4인, 사자관 1인, 포도군관 5인, 금군 13인, 통제중군 1인이었다."
문헌,북관기사,조선후기 문신 홍의영이 북평사로서 경험한 함경도 지방의 전반적인 정황을 서술한 지리서.,"1책. 필사본. 홍의영이 북평사의 관직을 띠고 함경도 일대를 돌아본 뒤 그 지방의 연혁과 정황 및 자신의 개혁안을 엮어 임금에게 바친 책이다. 편찬의 시기와 경위는 기록되어 있지 않으며, 말미에 홍문관 부수찬인 홍의영이 찬진했다는 기록만 있다. 이 책은 종래 1783년(정조 7)에 이루어진 것으로 알려졌다. 그러나 당시는 홍의영이 문과에 급제한 해이므로 찬자의 관직이 부수찬인 것에 비추어 인정할 수 없다. 본문에는 “작년에 감사 이만수와 함께 무산과 육진의 환폐를 논하고 이혁하려고 했다.”는 기록이 있다. 이만수는 1806년(순조 6) 6월에 함경감사(함경도 관찰사)에 임명된 바 있다. 또  1808년 8월의 기록에, 순조가 서영보 · 심상규와 의 편찬을 논의하는 중에 이 책을 전평사 홍의영이 저술한 것이라 하면서 참고하도록 내려준 사실이 있다. 이것으로 보아 이 책의 저술 연대는 1807년 또는 1808년의 상반기임을 알 수 있다. 이 때는 순조가 의 편찬을 비롯해 국왕 중심의 군제 개혁을 추진하는 등 국정의 운영에 적극적인 관심을 가지고 개혁을 꾀하던 시기였다. 그러한 상황에서 찬자는 함경절도사의 막료로 함경도 지방을 순행하면서 견문한 사실과 그에 대한 개혁안을 임금에게 개진한 것이다. 앞머리에 목록이 있으며 본문은 「흥왕사적」 · 「산천도리」 · 「풍토민속」 · 「관방사의」 · 「무산사의」 · 「개시사의」 · 「행영사의」 · 「북평사사의」 · 「전부사의」 · 「군정사의」 · 「조적사의」 · 「매호진상사의」 등 12부문으로 되어 있다. 각 주제에 대해서는 객관적인 사실을 기록하고 필요한 경우에 찬자의 개혁안을 개진하였다. 「흥왕사적」에서는 경흥 지방에 있는 조선 태조의 선조들의 유적 상황을 수록하고 기적비를 세울 것을 건의하였다. 「산천도리」에서는 그 지방의 산이나 강을 비롯한 지리적 조건을 약술하였다. 「풍토민속」에서는 기후 · 의복 · 식량 · 주택의 사정을 서술하고 말미에 수령의 토색이 심함을 경계하였다. 「관방사의」는 이 책의 중심을 이루고 있는 내용으로서, 삼방곡 · 함관령 · 시중대 · 단천 · 마천성진 · 무령 · 갈파령 · 육진 · 무산천평 · 허항령검천 · 완항령감평 · 해로의 부분으로 나누어 각각 관방책을 기록하였다. 또한 앞부분에는 총론이, 완항령감평 관방 뒤에는 「서육진동팔보이설사의」가 실려 있다. 「무산사의」는 무산의 수비를 강화해야 한다는 주장을 담고 있다. 그 나머지는 제목으로 알 수 있는 바와 같이 개시 · 행영 · 북평사 · 전부 · 군정 · 환곡 · 진상 등의 국가 정책과 민폐에 대한 실상과 개혁안을 보고한 것들이다. 기록이 많지 않은 함경도 지역에 대해서 많은 자료를 전해 주고 있다. 특히 야인(여진족)과의 관계 및 그에 대한 조치 방안과 백두산정계비 문제에 대해서도 비교적 많은 내용을 담고 있다. 규장각도서에 있다."
유적,북관대첩비,북한 함경북도 김책시에 있는 조선시대 임진왜란 관련 전승 기념비.,"함경북도 북평사 직을 맡고 있던 정문부 장군이 임진왜란 당시 의병을 모아 가토 기요마사가 이끄는 왜군을 무찌른 전투를 소상히 기록한 전승비이다. 높이 187cm, 너비 66cm 두께 13cm로 1500자가 새겨져 있다. 1707년(숙종 34) 북평사 최창대가 함경북도 길주군 임명면(현 김책시 임명동)에 세웠다. 1905년 러일 전쟁 당시 일본군 제2사단 17여단장 이케다 마시스케 소장이 일본으로 가져갔고, 그 후 반환될 때까지 야스쿠니 신사에서 보관되었다. 1978년 재일 한국인이자 한일 관계의 권위있는 연구자인 최서면 국제한국연구원장이 우연하게 야스쿠니 신사에서 북관대첩비를 발견하였다. 그 후 한국 정부는 일본에 반환을 요청하였으나 성사되지 못하였다. 2005년 3월 28일한일 불교복지협의회가 베이징에서 북한의 조선불교도연맹과 만나 최종적으로 북관대첩비를 북조선에 반환하기로 합의하였다. 그리고 동년 10월 20일한국으로 반환되었으며, 28일에는 서울 용산구로 신축 이전된 국립중앙박물관 이전 개관식 때 노무현 대통령을 비롯한 각계 인사와 일반인들이 참여한 가운데 공개되었다. 2006년 2월 13일 남북간에 북관대첩비 북조선 환송에 관한 협의를 가져, 3월 1일에 개성에서 인도하기로 하였으며, 3월 23일북관대첩비가 원래 자리에 다시 세워지게 되었다. 4월 25일에는 북관대첩비의 복제비가 건립되어 경복궁에 전시되었다. 현재 북한은 2만 여m² 보호구역을 조성하여 보존하고 있으며, 받침돌도 건립 당시의 받침돌을 그대로 사용하였다. 비문 번역은 북한 사회과학원 민족고전연구소에서 진행했으며, 작업은 후보원사이자 교수, 박사인 최동언 연구사가 담당했다."
